City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,cururupu,-1.8283,-44.8683,30.98,49,76,2.68,BR,1722527800
365,olinda,-8.0089,-34.8553,28.85,58,40,8.23,BR,1722527801
366,leh,34.1667,77.5833,14.86,66,63,2.47,IN,1722527803
367,meulaboh,4.1363,96.1285,26.7,84,100,1.99,ID,1722527804
368,palmer,42.1584,-72.3287,31.03,60,20,3.6,US,1722527805
369,tekeli,44.83,78.8239,23.33,28,0,5.06,KZ,1722527806
370,colares,38.7992,-9.4469,26.55,63,20,9.26,PT,1722527807
371,kushiro,42.975,144.3747,19.53,100,100,1.03,JP,1722527808
372,hermanus,-34.4187,19.2345,13.22,82,2,0.93,ZA,1722527810
373,hotan,37.0997,79.9269,34.31,18,96,6.48,CN,1722527811
374,dudinka,69.4058,86.1778,18.99,49,98,4.24,RU,1722527558
375,ouargla,31.9493,5.325,43.04,10,0,2.06,DZ,1722527813
376,bangassou,4.7413,22.8184,24.82,76,100,1.29,CF,1722527814
377,qamdo,31.1667,97.2333,10.21,55,91,1.87,CN,1722527816
378,kokologo,12.1897,-1.8856,30.92,62,93,4.51,BF,1722527817
379,perbaungan,3.5679,98.956,26.06,92,100,1.44,ID,1722527818
380,isiro,2.7739,27.616,21.39,92,89,1.81,CD,1722527819
381,alo,6.5486,4.2686,26.24,80,54,5.82,NG,1722527820
382,keokuk,40.3973,-91.3849,27.93,78,71,4.17,US,1722527821
383,kerimaki,61.9167,29.2833,16.97,88,67,3.6,FI,1722527823
384,altamira,-3.2033,-52.2064,31.05,66,75,3.6,BR,1722527824
385,waiuku,-37.25,174.75,10.7,86,100,3.2,NZ,1722527825
386,hillsborough,37.5741,-122.3794,19.04,91,75,3.6,US,1722527826
387,taoudenni,22.6783,-3.9836,45.66,9,41,4.7,ML,1722527827
388,swan hill,-35.3378,143.5544,5.64,69,96,3.2,AU,1722527829
389,ailuk,10.2197,169.9797,28.24,78,23,3.2,MH,1722527830
390,villa de san antonio,14.3167,-87.6167,24.49,83,100,1.16,HN,1722527831
391,rio grande,-32.035,-52.0986,21.08,75,36,6.19,BR,1722527832
392,kaedi,16.1465,-13.5047,38.39,25,53,8.29,MR,1722527833
393,dunedin,-45.8742,170.5036,6.56,83,100,1.34,NZ,1722527690
394,east ballina,-28.8667,153.5833,7.67,79,13,5.41,AU,1722527836
395,weno,7.4515,151.8468,25.97,89,100,3.09,FM,1722527837
396,caxias,38.7031,-9.2767,26.63,62,20,9.26,PT,1722527839
397,atbasar,51.8,68.3333,22.19,61,84,3.96,KZ,1722527840
398,contamana,-7.3333,-75.0167,35.68,30,3,1.86,PE,1722527842
399,carnarvon,-24.8667,113.6333,17.33,64,0,8.94,AU,1722527843
400,baruun-urt,46.6806,113.2792,16.6,91,76,3.64,MN,1722527844
401,new norfolk,-42.7826,147.0587,5.95,98,90,0.96,AU,1722527845
402,shimoda,34.6667,138.95,25.06,84,7,2.79,JP,1722527846
403,north platte,41.1239,-100.7654,28.88,55,0,1.34,US,1722527848
404,shubarshi,48.5872,57.1869,28.23,25,27,5.64,KZ,1722527849
405,luau,-10.7073,22.2247,29.6,12,29,2.11,AO,1722527850
406,las lomitas,-24.7096,-60.593,34.79,21,6,9.09,AR,1722527851
407,urangan,-25.3,152.9,14.14,73,0,5.24,AU,1722527852
408,lycksele,64.5954,18.6735,16.93,72,97,6.17,SE,1722527853
409,torit,4.4133,32.5678,21.71,88,87,1.37,SS,1722527855
410,kidal,18.4411,1.4078,36.28,33,3,2.16,ML,1722527856
411,ornskoldsvik,63.2909,18.7153,15.53,82,100,5.66,SE,1722527857
412,mersa matruh,31.3525,27.2453,30.11,58,0,4.63,EG,1722527858
413,karratha,-20.7377,116.8463,19.9,66,95,6.24,AU,1722527860
414,conceicao da barra,-18.5933,-39.7322,25.95,54,22,5.74,BR,1722527861
415,el nido,11.1858,119.3956,27.3,92,100,1.53,PH,1722527862
416,cabo san lucas,22.8909,-109.9124,30.1,76,75,3.6,MX,1722527454
417,bela,25.9333,81.9833,33.19,61,100,3.14,IN,1722527864
418,hobyo,5.3505,48.5268,25.33,77,62,11.76,SO,1722527865
419,usogorsk,63.4106,48.6872,17.44,90,99,1.86,RU,1722527867
420,callao,-12.0667,-77.15,24.12,80,28,5.2,PE,1722527868
421,portland,45.5234,-122.6762,23.98,77,40,2.06,US,1722527478
422,karabar,-35.3753,149.2308,1.36,93,5,2.06,AU,1722527870
423,santa terezinha,-29.9002,-50.0904,16.99,78,0,5.7,BR,1722527871
424,lundazi,-12.2929,33.1782,19.24,34,0,2.97,ZM,1722527873
425,kimbe,-5.5502,150.1429,23.97,92,41,2.49,PG,1722527874
426,north battleford,52.7834,-108.2847,20.78,68,0,4.12,CA,1722527875
427,chita,52.0333,113.55,11.94,67,87,3.0,RU,1722527876
428,belle fourche,44.6714,-103.8522,31.16,23,0,2.6,US,1722527877
429,hegang,47.4,130.3667,18.57,96,99,1.74,CN,1722527879
430,tindouf,27.6711,-8.1474,44.25,7,0,10.29,DZ,1722527880
431,la passe,45.5549,-0.8967,30.13,69,0,5.29,FR,1722527881
432,mossel bay,-34.1831,22.146,12.96,73,0,1.96,ZA,1722527882
433,ponta delgada,37.7333,-25.6667,24.4,78,20,2.06,PT,1722527883
434,kostanay,53.1667,63.5833,22.16,73,20,2.0,KZ,1722527884
435,lakhtar,22.85,71.7833,28.86,77,100,7.84,IN,1722527886
436,vilyuysk,63.7553,121.6247,7.66,66,5,1.98,RU,1722527888
437,vytegra,61.0064,36.4481,18.34,74,97,2.05,RU,1722527889
438,tysmenytsya,48.9022,24.8448,24.42,50,88,5.38,UA,1722527890
439,san antonio de pale,-1.4014,5.6325,22.61,74,98,4.87,GQ,1722527892
440,pozzallo,36.7305,14.8499,33.36,53,0,4.05,IT,1722527893
441,pacific grove,36.6177,-121.9166,16.12,97,75,2.68,US,1722527894
442,at taj,24.2049,23.2857,37.92,10,0,5.28,LY,1722527895
443,cepu,-7.1475,111.5906,25.16,81,28,1.68,ID,1722527896
444,malvan,16.0667,73.4667,26.68,85,100,9.6,IN,1722527898
445,vila velha,-20.3297,-40.2925,24.97,77,75,6.69,BR,1722527899
446,tazacorte,28.629,-17.9293,25.08,80,20,8.23,ES,1722527900
447,mpika,-11.8343,31.4529,18.69,27,0,2.7,ZM,1722527901
448,manicore,-5.8092,-61.3003,38.64,18,1,2.14,BR,1722527902
449,pamandzi,-12.7967,45.2794,24.88,69,20,4.12,YT,1722527904
450,nguigmi,14.2495,13.1092,25.77,74,100,6.81,NE,1722527905
451,sao miguel,-5.4667,-35.3667,29.43,58,9,9.91,BR,1722527906
452,calatayud,41.3535,-1.6432,38.5,10,0,1.8,ES,1722527907
453,kruisfontein,-34.0033,24.7314,13.27,79,0,1.73,ZA,1722527908
454,bodaybo,57.8506,114.1933,15.93,58,100,1.85,RU,1722527910
455,galliano,29.4422,-90.2992,33.89,58,40,0.0,US,1722527911
456,mikhaylovka,50.06,43.2379,26.55,27,66,5.71,RU,1722527912
457,uthal,25.8072,66.6219,29.7,81,100,7.96,PK,1722527913
458,dzhangala,49.2167,50.3333,27.71,30,88,6.39,KZ,1722527914
459,california,38.3004,-76.5074,32.04,69,0,1.54,US,1722527648
460,k'olito,7.3167,38.0833,16.75,89,60,3.28,ET,1722527917
461,siuna,13.7332,-84.7773,25.54,89,100,1.45,NI,1722527918
462,luanda,-8.8368,13.2343,24.0,64,20,4.63,AO,1722527919
463,ulsteinvik,62.3432,5.8487,17.5,73,86,0.45,NO,1722527920
464,bosaso,11.2842,49.1816,33.87,48,42,1.32,SO,1722527921
465,fortaleza,-3.7227,-38.5247,31.07,66,20,6.17,BR,1722527840
466,rudnya,54.947,31.0934,18.18,72,90,4.81,RU,1722527924
467,stjordalshalsen,63.4681,10.9262,17.18,55,40,3.6,NO,1722527925
468,pangody,65.85,74.4859,20.41,59,61,2.35,RU,1722527926
469,uyuni,-20.4597,-66.825,9.2,16,0,7.02,BO,1722527927
470,alotau,-10.3069,150.4462,23.21,95,97,2.83,PG,1722527930
471,childress,34.4264,-100.204,32.18,40,0,5.14,US,1722527931
472,thunder bay,48.4001,-89.3168,24.95,65,75,2.57,CA,1722527932
473,sarandi del yi,-33.35,-55.6333,22.81,72,99,7.55,UY,1722527933
474,kyshtovka,56.555,76.6271,21.49,86,62,2.77,RU,1722527934
475,lagoa,39.05,-27.9833,23.84,70,25,4.02,PT,1722527936
476,stornoway,58.2093,-6.3865,16.69,85,75,9.26,GB,1722527937
477,novodvinsk,64.4165,40.8122,16.86,75,100,2.21,RU,1722527938
478,qarqaraly,49.4058,75.4742,23.04,40,0,3.76,KZ,1722527939
479,ghat,24.9647,10.1728,37.05,12,77,5.05,LY,1722527940
480,walvis bay,-22.9575,14.5053,17.53,59,0,3.6,NA,1722527942
481,brumunddal,60.881,10.9395,22.01,39,31,1.37,NO,1722527943
482,phalaborwa,-23.943,31.1411,23.6,46,2,1.45,ZA,1722527944
483,ad dabbah,18.05,30.95,35.62,35,85,5.47,SD,1722527945
484,soio,-6.1349,12.3689,21.79,72,71,4.16,AO,1722527946
485,georgetown,5.4112,100.3354,28.96,74,20,1.54,MY,1722527948
486,nea anchialos,39.2833,22.8167,31.72,38,0,5.14,GR,1722527949
487,minab,27.1467,57.0801,34.98,55,40,2.98,IR,1722527950
488,kuta,-8.7233,115.1723,26.97,89,20,4.12,ID,1722527951
489,shadegan,30.6497,48.6647,44.97,8,0,7.6,IR,1722527952
490,beaufort west,-32.3567,22.583,14.93,22,44,2.41,ZA,1722527954
491,puerto baquerizo moreno,-0.9,-89.6,21.55,88,75,4.12,EC,1722527955
492,boyolangu,-8.1181,111.8935,23.05,98,42,0.62,ID,1722527956
493,vrangel',42.7297,133.0839,20.49,99,62,1.77,RU,1722527957
494,tyukhtet,56.5389,89.3011,16.77,89,91,1.96,RU,1722527958
495,micheweni,-4.9667,39.8333,24.9,75,10,7.73,TZ,1722527960
496,lengshuitan,26.4111,111.5956,26.02,86,17,2.53,CN,1722527961
497,ghadamis,30.1337,9.5007,39.25,13,0,5.65,LY,1722527962
498,kyzyl-mazhalyk,51.1333,90.6,21.66,43,100,0.63,RU,1722527963
499,fort mcmurray,56.7268,-111.381,16.77,72,0,3.09,CA,1722527964
500,pisco,-13.7,-76.2167,17.23,88,100,2.06,PE,1722527965
501,darab,28.7519,54.5444,29.61,46,90,3.43,IR,1722527967
502,melfort,52.8667,-104.6177,19.07,63,2,4.63,CA,1722527968
503,taytay,14.5678,121.1394,27.96,89,40,2.57,PH,1722527969
504,kirensk,57.7853,108.1119,16.28,61,100,0.5,RU,1722527970
505,jebba,9.1333,4.8333,30.03,67,72,2.05,NG,1722527971
506,kalinkavichy,52.1323,29.3257,23.02,50,7,4.31,BY,1722527973
507,jolo,6.05,121.0167,24.95,89,98,0.83,PH,1722527974
508,domanivka,47.6319,30.9885,32.54,18,20,4.8,UA,1722527975
509,bichura,50.5881,107.6022,18.01,93,91,1.39,RU,1722527976
510,west fargo,46.875,-96.9004,25.01,68,0,3.6,US,1722527722
511,castelnaudary,43.3183,1.9545,29.66,40,1,5.55,FR,1722527978
512,acapulco de juarez,16.8634,-99.8901,27.47,64,97,1.32,MX,1722527696
513,bengkulu,-3.8004,102.2655,24.58,92,29,3.12,ID,1722527981
514,cidreira,-30.1811,-50.2056,17.7,72,2,5.66,BR,1722527982
515,bashanet,-4.2333,35.4167,14.93,37,1,2.4,TZ,1722527983
516,ustyuzhna,58.8394,36.4321,17.17,88,96,2.84,RU,1722527984
517,constantia,44.1833,28.65,29.38,49,32,7.53,RO,1722527986
518,enoch,37.7733,-113.0244,27.49,14,45,1.8,US,1722527987
519,hameenlinna,60.996,24.4643,16.5,87,100,3.65,FI,1722527988
520,marang,5.2056,103.2059,25.95,87,100,1.58,MY,1722527989
521,ilomantsi,62.6716,30.9328,19.27,70,89,1.82,FI,1722527990
522,mount gambier,-37.8333,140.7667,5.87,73,12,3.64,AU,1722527991
523,alaghsas,17.0187,8.0168,32.94,46,20,5.14,NE,1722527993
524,ciutadella,40.0011,3.8414,31.45,55,0,0.57,ES,1722527994
525,baardheere,2.3446,42.2764,28.48,55,83,9.63,SO,1722527995
526,talalayivka,50.9578,31.9209,26.54,30,0,6.12,UA,1722527996
527,ancud,-41.8697,-73.8203,8.63,92,100,7.03,CL,1722527997
528,aketi,2.7388,23.7833,28.13,66,80,1.54,CD,1722527999
529,tual,-5.6667,132.75,25.38,86,95,9.6,ID,1722528000
530,masingbi,8.7833,-11.95,25.18,94,98,2.66,SL,1722528001
531,awjilah,29.1081,21.2869,37.19,17,0,5.34,LY,1722528003
532,martapura,-3.4167,114.85,27.05,89,20,1.03,ID,1722528004
533,sonoita,31.85,-112.8333,31.21,48,30,2.39,MX,1722528006
534,nagqu,31.5,92.0,6.47,74,78,2.14,CN,1722528008
535,roma,43.2128,-75.4557,29.82,67,18,0.89,US,1722528009
536,sale,34.0389,-6.8166,30.35,73,35,4.12,MA,1722528010
537,dapa,9.7594,126.0531,27.55,78,25,2.81,PH,1722528012
538,port hedland,-20.3167,118.5667,20.03,77,52,4.12,AU,1722528013
539,mecca,21.4267,39.8261,34.49,47,12,3.56,SA,1722528011
540,conception bay south,47.4999,-52.9981,30.02,62,34,4.54,CA,1722528015
541,coquimbo,-29.9533,-71.3436,14.85,82,100,2.06,CL,1722528016
542,amos,48.5669,-78.1162,28.38,44,1,3.6,CA,1722528018
543,castillos,-34.1667,-53.8333,23.85,56,61,4.29,UY,1722528019
544,eldorado at santa fe,35.5264,-105.9347,28.79,35,100,2.68,US,1722528020
545,newman,37.3138,-121.0208,27.35,29,92,1.64,US,1722528022
546,gadzhiyevo,69.2551,33.3362,11.11,93,97,5.77,RU,1722528023
547,cadale,2.7603,46.3222,25.07,81,91,9.03,SO,1722528024
548,scottsboro,34.6723,-86.0341,32.68,66,40,3.09,US,1722528025
549,boa vista,2.8197,-60.6733,30.99,58,40,3.6,BR,1722527793
550,ocean city,39.2776,-74.5746,33.43,67,0,1.34,US,1722527951
551,levuka,50.1834,-105.4011,22.85,56,20,4.63,CA,1722528029
552,haverfordwest,51.8017,-4.9691,24.77,68,26,3.77,GB,1722528030
553,colby,39.3958,-101.0524,29.62,50,0,4.02,US,1722528031
554,nadi,-17.8,177.4167,21.0,83,20,2.57,FJ,1722528032
555,port blair,11.6667,92.75,28.02,89,75,2.06,IN,1722528033
556,saint-pierre,-21.3393,55.4781,21.82,68,0,1.03,RE,1722528035
557,mount pearl,47.5166,-52.7813,29.69,62,23,4.02,CA,1722528036
558,ola,59.5833,151.2833,9.57,89,100,5.08,RU,1722528037
559,paphos,34.7667,32.4167,33.46,74,20,6.17,CY,1722528038
560,san clemente,33.427,-117.612,22.56,93,47,0.45,US,1722527890
561,salekhard,66.53,66.6019,18.21,87,100,4.0,RU,1722528042
562,yaren,-0.5472,166.916,28.08,71,4,1.95,NR,1722528043
563,baharly,38.4362,57.4316,33.62,40,34,5.32,TM,1722528044
564,berezovyy,51.6667,135.7,14.35,82,100,1.76,RU,1722528045
565,lospalos,-8.5186,127.0025,22.02,84,80,3.45,TL,1722528046
566,cannonvale,-20.2833,148.7,19.66,77,52,6.18,AU,1722528048
567,kirtland,36.7342,-108.3598,32.01,26,100,3.03,US,1722528049
